party_id,time,level,job,spec,map,date,valid,spec_to_level,average_spec_to_level,refined_average_spec_to_level
2,오전 12:22,120,프리스트,766,불어전,2024-12-07,True,6.383333333333334,6.282929919954628,6.282929919954628
7,오전 12:23,115,크루세이더,3300,오징어,2024-12-07,True,28.695652173913043,31.27402601860647,31.315139544626764
7,오전 12:23,131,허밋,2140,오징어,2024-12-07,True,16.33587786259542,15.373637936324778,16.56550574107826
12,오전 12:23,136,용기사,4900,,2024-12-07,True,36.029411764705884,39.375852606154794,39.01532007602095
23,오전 12:23,118,프리스트,815,,2024-12-07,True,6.906779661016949,6.282929919954628,6.282929919954628
24,오전 12:24,97,썬콜,800,붉켄,2024-12-07,True,8.24742268041237,7.4418931583880035,7.4418931583880035
32,오전 12:24,140,크루세이더,4100,망둥어,2024-12-07,True,29.285714285714285,31.27402601860647,31.315139544626764
55,오전 12:25,143,허밋,2542,망둥어,2024-12-07,True,17.776223776223777,15.373637936324778,16.56550574107826
63,오전 12:26,125,크루세이더,3900,,2024-12-07,True,31.2,31.27402601860647,31.315139544626764
78,오전 12:26,141,용기사,5000,,2024-12-07,True,35.46099290780142,39.375852606154794,39.01532007602095
87,오전 12:27,89,저격수,2600,듀파,2024-12-07,True,29.213483146067414,26.563263312164143,26.563263312164143
103,오전 12:28,127,프리스트,700,불어전,2024-12-07,True,5.511811023622047,6.282929919954628,6.282929919954628
103,오전 12:28,154,허밋,2400,불어전,2024-12-07,True,15.584415584415584,15.373637936324778,16.56550574107826
103,오전 12:28,143,썬콜,949,불어전,2024-12-07,True,6.636363636363637,7.4418931583880035,7.4418931583880035
114,오전 12:29,150,크루세이더,4300,망둥어,2024-12-07,True,28.666666666666668,31.27402601860647,31.315139544626764
116,오전 12:29,138,프리스트,861,불어전,2024-12-07,True,6.239130434782608,6.282929919954628,6.282929919954628
126,오전 12:30,150,레인저,3900,듀파,2024-12-07,True,26.0,24.642556010865547,24.26922611168873
126,오전 12:30,90,용기사,4100,듀파,2024-12-07,True,45.55555555555556,39.375852606154794,39.01532007602095
132,오전 12:31,134,프리스트,837,검켄,2024-12-07,True,6.246268656716418,6.282929919954628,6.282929919954628
149,오전 12:31,107,크루세이더,3900,망둥어,2024-12-07,True,36.44859813084112,31.27402601860647,31.315139544626764
165,오전 12:33,89,레인저,2101,듀파,2024-12-07,True,23.60674157303371,24.642556010865547,24.26922611168873
165,오전 12:33,93,레인저,2101,듀파,2024-12-07,True,22.591397849462364,24.642556010865547,24.26922611168873
165,오전 12:33,93,크루세이더,3200,듀파,2024-12-07,True,34.40860215053763,31.27402601860647,31.315139544626764
165,오전 12:33,89,나이트,2950,듀파,2024-12-07,True,33.146067415730336,37.22520762090865,37.22520762090865
195,오전 3:29,115,저격수,2750,듀파,2024-12-07,True,23.91304347826087,26.563263312164143,26.563263312164143
195,오전 3:29,97,레인저,2501,듀파,2024-12-07,True,25.783505154639176,24.642556010865547,24.26922611168873
195,오전 3:29,87,크루세이더,3200,듀파,2024-12-07,True,36.7816091954023,31.27402601860647,31.315139544626764
209,오전 3:31,117,프리스트,750,불어전,2024-12-07,True,6.410256410256411,6.282929919954628,6.282929919954628
210,오전 3:31,107,레인저,2500,듀파,2024-12-07,True,23.364485981308412,24.642556010865547,24.26922611168873
210,오전 3:31,118,크루세이더,3200,듀파,2024-12-07,True,27.11864406779661,31.27402601860647,31.315139544626764
210,오전 3:31,92,나이트,3800,듀파,2024-12-07,True,41.30434782608695,37.22520762090865,37.22520762090865
219,오전 3:31,130,크루세이더,3800,망둥어,2024-12-07,True,29.23076923076923,31.27402601860647,31.315139544626764
