party_id,time,level,job,spec,map,date,valid,valid_spec
21,오후 2:02,111,허밋,2380,망둥어,2024-12-14,True,True
33,오후 2:03,111,허밋,2380,망둥어,2024-12-14,True,True
38,오후 2:03,134,용기사,5580,골짜기,2024-12-14,True,True
44,오후 2:03,122,허밋,2250,오징어,2024-12-14,True,True
50,오후 2:03,135,용기사,4710,블와둥,2024-12-14,True,True
50,오후 2:03,174,크루세이더,4710,블와둥,2024-12-14,True,True
50,오후 2:03,146,용기사,5150,블와둥,2024-12-14,True,True
52,오후 2:03,84,썬콜,620,붉켄,2024-12-14,True,True
73,오후 2:52,105,레인저,2580,오징어,2024-12-14,True,True
73,오후 2:52,113,허밋,2226,오징어,2024-12-14,True,True
97,오후 2:53,133,레인저,2800,망둥어,2024-12-14,True,True
97,오후 2:53,128,용기사,4600,망둥어,2024-12-14,True,True
101,오후 2:53,95,레인저,2200,오징어,2024-12-14,True,True
101,오후 2:53,104,레인저,2250,오징어,2024-12-14,True,True
