party_id,time,level,job,spec,map,date,valid,valid_spec
6,오후 3:31,132,크루세이더,3696,오징어,2024-12-07,True,True
6,오후 3:31,132,허밋,2096,오징어,2024-12-07,True,True
6,오후 3:31,117,허밋,2300,오징어,2024-12-07,True,True
19,오후 3:31,131,프리스트,815,불어전,2024-12-07,True,True
19,오후 3:31,131,프리스트,815,불어전,2024-12-07,True,True
32,오후 3:32,130,레인저,3250,망둥어,2024-12-07,True,True
35,오후 3:32,122,크루세이더,3750,오징어,2024-12-07,True,True
35,오후 3:32,119,허밋,1900,오징어,2024-12-07,True,True
35,오후 3:32,103,허밋,2276,오징어,2024-12-07,True,True
47,오후 3:32,101,레인저,2350,오징어,2024-12-07,True,True
47,오후 3:32,108,레인저,2450,오징어,2024-12-07,True,True
47,오후 3:32,111,허밋,1800,오징어,2024-12-07,True,True
59,오후 3:37,130,레인저,3250,망둥어,2024-12-07,True,True
60,오후 3:37,120,허밋,2030,오징어,2024-12-07,True,True
112,오후 3:39,110,크루세이더,3300,듀파,2024-12-07,True,True
142,오후 3:41,110,크루세이더,3300,듀파,2024-12-07,True,True
149,오후 3:41,132,크루세이더,3696,오징어,2024-12-07,True,True
149,오후 3:41,132,허밋,2096,오징어,2024-12-07,True,True
149,오후 3:41,117,허밋,2300,오징어,2024-12-07,True,True
162,오후 3:41,110,크루세이더,3300,듀파,2024-12-07,True,True
169,오후 3:41,132,크루세이더,3696,오징어,2024-12-07,True,True
169,오후 3:41,132,허밋,2096,오징어,2024-12-07,True,True
169,오후 3:41,117,허밋,2300,오징어,2024-12-07,True,True
173,오후 3:41,142,레인저,3400,망둥어,2024-12-07,True,True
180,오후 3:41,122,레인저,2450,오징어,2024-12-07,True,True
180,오후 3:41,117,허밋,2164,오징어,2024-12-07,True,True
180,오후 3:41,116,레인저,2322,오징어,2024-12-07,True,True
187,오후 3:42,132,크루세이더,3696,오징어,2024-12-07,True,True
187,오후 3:42,132,허밋,2096,오징어,2024-12-07,True,True
187,오후 3:42,117,허밋,2300,오징어,2024-12-07,True,True
207,오후 8:15,124,레인저,2400,오징어,2024-12-07,True,True
207,오후 8:15,111,크루세이더,3270,오징어,2024-12-07,True,True
207,오후 8:15,116,레인저,2530,오징어,2024-12-07,True,True
