party_id,time,level,job,spec,map,date,valid,valid_spec
5,오후 1:12,127,허밋,2000,망용둥,2024-12-11,True,True
5,오후 1:12,127,허밋,2000,망용둥,2024-12-11,True,True
23,오후 1:13,114,불독,780,협동,2024-12-11,True,True
23,오후 1:13,126,불독,760,협동,2024-12-11,True,True
59,오후 1:15,120,썬콜,780,레와둥,2024-12-11,True,True
68,오후 1:15,132,썬콜,719,협동,2024-12-11,True,True
74,오후 1:16,152,크루세이더,5500,망둥어,2024-12-11,True,True
80,오후 1:16,124,프리스트,800,검켄,2024-12-11,True,True
89,오후 1:16,156,용기사,4100,협동,2024-12-11,True,True
89,오후 1:16,114,불독,780,협동,2024-12-11,True,True
89,오후 1:16,126,불독,760,협동,2024-12-11,True,True
106,오후 1:32,152,크루세이더,5500,망둥어,2024-12-11,True,True
110,오후 1:32,102,크루세이더,3415,듀파,2024-12-11,True,True
120,오후 1:32,152,크루세이더,5500,망둥어,2024-12-11,True,True
121,오후 1:32,152,크루세이더,5500,망둥어,2024-12-11,True,True
287,오후 1:37,152,프리스트,935,불어전,2024-12-11,True,True
287,오후 1:37,152,프리스트,935,불어전,2024-12-11,True,True
287,오후 1:37,152,프리스트,935,불어전,2024-12-11,True,True
287,오후 1:37,152,프리스트,935,불어전,2024-12-11,True,True
343,오후 1:37,152,프리스트,935,불어전,2024-12-11,True,True
343,오후 1:37,152,프리스트,935,불어전,2024-12-11,True,True
343,오후 1:37,152,프리스트,935,불어전,2024-12-11,True,True
343,오후 1:37,152,프리스트,935,불어전,2024-12-11,True,True
368,오후 1:38,120,프리스트,759,검켄,2024-12-11,True,True
368,오후 1:38,120,프리스트,759,검켄,2024-12-11,True,True
368,오후 1:38,120,프리스트,759,검켄,2024-12-11,True,True
368,오후 1:38,120,프리스트,759,검켄,2024-12-11,True,True
368,오후 1:38,120,프리스트,759,검켄,2024-12-11,True,True
374,오후 1:38,139,썬콜,870,협동,2024-12-11,True,True
422,오후 1:37,152,프리스트,935,불어전,2024-12-11,True,True
422,오후 1:37,152,프리스트,935,불어전,2024-12-11,True,True
422,오후 1:37,152,프리스트,935,불어전,2024-12-11,True,True
422,오후 1:37,152,프리스트,935,불어전,2024-12-11,True,True
447,오후 1:38,120,프리스트,759,검켄,2024-12-11,True,True
447,오후 1:38,120,프리스트,759,검켄,2024-12-11,True,True
447,오후 1:38,120,프리스트,759,검켄,2024-12-11,True,True
447,오후 1:38,120,프리스트,759,검켄,2024-12-11,True,True
447,오후 1:38,120,프리스트,759,검켄,2024-12-11,True,True
453,오후 1:38,139,썬콜,870,협동,2024-12-11,True,True
497,오후 1:41,144,용기사,5330,협동,2024-12-11,True,True
497,오후 1:41,144,용기사,5330,협동,2024-12-11,True,True
552,오후 2:04,115,허밋,1800,오징어,2024-12-11,True,True
594,오후 2:07,108,허밋,2130,갈림길,2024-12-11,True,True
