party_id,time,level,job,spec,map,date,valid,valid_spec
7,오후 5:43,130,썬콜,920,협동,2024-12-13,True,True
43,오후 5:44,152,허밋,2900,불어전,2024-12-13,True,True
43,오후 5:44,149,프리스트,902,불어전,2024-12-13,True,True
43,오후 5:44,152,허밋,2900,불어전,2024-12-13,True,True
43,오후 5:44,149,프리스트,902,불어전,2024-12-13,True,True
44,오후 5:44,111,허밋,2160,듀파,2024-12-13,True,True
47,오후 5:45,138,허밋,2514,망용둥,2024-12-13,True,True
47,오후 5:45,138,허밋,2514,망용둥,2024-12-13,True,True
47,오후 5:45,138,허밋,2514,망용둥,2024-12-13,True,True
47,오후 5:45,138,허밋,2514,망용둥,2024-12-13,True,True
47,오후 5:45,138,허밋,2514,망용둥,2024-12-13,True,True
58,오후 5:43,130,썬콜,920,협동,2024-12-13,True,True
94,오후 5:44,152,허밋,2893,불어전,2024-12-13,True,True
94,오후 5:44,149,프리스트,902,불어전,2024-12-13,True,True
94,오후 5:44,152,허밋,2893,불어전,2024-12-13,True,True
94,오후 5:44,149,프리스트,902,불어전,2024-12-13,True,True
95,오후 5:44,111,허밋,2160,듀파,2024-12-13,True,True
98,오후 5:45,138,허밋,2514,망용둥,2024-12-13,True,True
98,오후 5:45,138,허밋,2514,망용둥,2024-12-13,True,True
98,오후 5:45,138,허밋,2514,망용둥,2024-12-13,True,True
98,오후 5:45,138,허밋,2514,망용둥,2024-12-13,True,True
98,오후 5:45,138,허밋,2514,망용둥,2024-12-13,True,True
105,오후 5:45,147,프리스트,899,불어전,2024-12-13,True,True
105,오후 5:45,147,프리스트,899,불어전,2024-12-13,True,True
105,오후 5:45,147,프리스트,899,불어전,2024-12-13,True,True
105,오후 5:45,147,프리스트,899,불어전,2024-12-13,True,True
114,오후 5:46,130,썬콜,920,협동,2024-12-13,True,True
128,오후 5:43,130,썬콜,920,협동,2024-12-13,True,True
164,오후 5:44,152,허밋,2893,불어전,2024-12-13,True,True
164,오후 5:44,149,프리스트,902,불어전,2024-12-13,True,True
164,오후 5:44,152,허밋,2893,불어전,2024-12-13,True,True
164,오후 5:44,149,프리스트,902,불어전,2024-12-13,True,True
165,오후 5:44,111,허밋,2160,듀파,2024-12-13,True,True
168,오후 5:45,138,허밋,2514,망용둥,2024-12-13,True,True
168,오후 5:45,138,허밋,2514,망용둥,2024-12-13,True,True
168,오후 5:45,138,허밋,2514,망용둥,2024-12-13,True,True
168,오후 5:45,138,허밋,2514,망용둥,2024-12-13,True,True
168,오후 5:45,138,허밋,2514,망용둥,2024-12-13,True,True
175,오후 5:45,147,프리스트,899,불어전,2024-12-13,True,True
175,오후 5:45,147,프리스트,899,불어전,2024-12-13,True,True
175,오후 5:45,147,프리스트,899,불어전,2024-12-13,True,True
175,오후 5:45,147,프리스트,899,불어전,2024-12-13,True,True
184,오후 5:46,130,썬콜,920,협동,2024-12-13,True,True
