party_id,time,level,job,spec,map,date,valid,spec_to_level,average_spec_to_level,refined_average_spec_to_level
6,오후 3:31,112,레인저,2950,오징어,2024-12-07,True,26.339285714285715,23.436526497299532,23.105743993621324
6,오후 3:31,117,크루세이더,3696,오징어,2024-12-07,True,31.58974358974359,35.442523907344,34.51908097283839
6,오후 3:31,127,허밋,2096,오징어,2024-12-07,True,16.503937007874015,18.86360871563267,20.06347353265954
6,오후 3:31,109,허밋,2300,오징어,2024-12-07,True,21.10091743119266,18.86360871563267,20.06347353265954
27,오후 3:32,98,레인저,2450,듀파,2024-12-07,True,25.0,23.436526497299532,23.105743993621324
27,오후 3:32,84,나이트,2800,듀파,2024-12-07,True,33.333333333333336,30.994444444444447,30.994444444444447
32,오후 3:32,121,레인저,3250,망둥어,2024-12-07,True,26.859504132231404,23.436526497299532,23.105743993621324
35,오후 3:32,119,용기사,4152,오징어,2024-12-07,True,34.890756302521005,37.91186019836644,37.91186019836644
35,오후 3:32,103,크루세이더,3750,오징어,2024-12-07,True,36.407766990291265,35.442523907344,34.51908097283839
47,오후 3:32,101,레인저,2750,오징어,2024-12-07,True,27.22772277227723,23.436526497299532,23.105743993621324
47,오후 3:32,111,레인저,2350,오징어,2024-12-07,True,21.17117117117117,23.436526497299532,23.105743993621324
47,오후 3:32,101,레인저,2450,오징어,2024-12-07,True,24.257425742574256,23.436526497299532,23.105743993621324
60,오후 3:37,118,레인저,2620,오징어,2024-12-07,True,22.203389830508474,23.436526497299532,23.105743993621324
60,오후 3:37,96,허밋,2030,오징어,2024-12-07,True,21.145833333333332,18.86360871563267,20.06347353265954
78,오후 3:38,134,프리스트,800,불어전,2024-12-07,True,5.970149253731344,6.215757789824323,6.215757789824323
112,오후 3:39,102,레인저,2400,듀파,2024-12-07,True,23.529411764705884,23.436526497299532,23.105743993621324
112,오후 3:39,86,크루세이더,3300,듀파,2024-12-07,True,38.372093023255815,35.442523907344,34.51908097283839
120,오후 3:40,138,크루세이더,4600,,2024-12-07,True,33.333333333333336,35.442523907344,34.51908097283839
140,오후 3:41,117,크루세이더,4154,,2024-12-07,True,35.504273504273506,35.442523907344,34.51908097283839
140,오후 3:41,116,허밋,2100,,2024-12-07,True,18.103448275862068,18.86360871563267,20.06347353265954
150,오후 3:41,103,레인저,2400,,2024-12-07,True,23.300970873786408,23.436526497299532,23.105743993621324
150,오후 3:41,89,크루세이더,3500,,2024-12-07,True,39.325842696629216,35.442523907344,34.51908097283839
150,오후 3:41,90,나이트,2579,,2024-12-07,True,28.655555555555555,30.994444444444447,30.994444444444447
173,오후 3:41,149,크루세이더,4450,망둥어,2024-12-07,True,29.86577181208054,35.442523907344,34.51908097283839
175,오후 3:41,100,썬콜,795,불어전,2024-12-07,True,7.95,6.891684809695825,6.891684809695825
180,오후 3:41,117,크루세이더,3900,오징어,2024-12-07,True,33.333333333333336,35.442523907344,34.51908097283839
180,오후 3:41,116,레인저,2450,오징어,2024-12-07,True,21.120689655172413,23.436526497299532,23.105743993621324
180,오후 3:41,103,허밋,2164,오징어,2024-12-07,True,21.009708737864077,18.86360871563267,20.06347353265954
180,오후 3:41,121,레인저,2322,오징어,2024-12-07,True,19.1900826446281,23.436526497299532,23.105743993621324
